text
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Sansevieria. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Corimbo (Lavandula) – Lavandula latifolia. [/INST] Temp: 25-30, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Coronilla de mar – Euphorbia characias. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Coronilla de mar – Euphorbia characias. [/INST] Temp: 18-25, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Correhuela – Calystegia sepium. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Correhuela – Calystegia sepium. [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Crotón – Codiaeum variegatum. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Crotón – Codiaeum variegatum. [/INST] Temp: 22-30, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Dalia – Dahlia pinnata. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Dalia – Dahlia pinnata. [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Dama de noche – Cestrum nocturnum. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Dama de noche – Cestrum nocturnum. [/INST] Temp: 22-26, Humedad suelo: 70-80, Ph: 6.2-6.8, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Drago – Dracaena draco. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Drago – Dracaena draco. [/INST] Temp: 22-30, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Durillo – Viburnum tinus. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Durillo – Viburnum tinus. [/INST] Temp: 18-25, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Eneldo – Anethum graveolens. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Eneldo – Anethum graveolens. [/INST] Temp: 18-25, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Espárrago – Asparagus officinalis. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Espárrago – Asparagus officinalis. [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Esparto – Stipa tenacissima. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Esparto – Stipa tenacissima. [/INST] Temp: 25-30, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Espino albar – Crataegus monogyna. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Espino albar – Crataegus monogyna. [/INST] Temp: 22-26, Humedad suelo: 65-70, Ph: 6.2-6.8, Ec: 2.0-2.5, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Espino cerval – Rhamnus lycioides. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Espino cerval – Rhamnus lycioides. [/INST] Temp: 22-30, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 1.8-2.8, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Espino negro – Rhamnus lycioides (sinónimo espino cerval). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Espino negro – Rhamnus lycioides (sinónimo espino cerval). [/INST] Temp: 22-26, Humedad suelo: 65-70, Ph: 6.2-6.8, Ec: 2.0-2.5, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Estragón – Artemisia dracunculus. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Estragón – Artemisia dracunculus. [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Eucalipto – Eucalyptus globulus. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Eucalipto – Eucalyptus globulus. [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.0-6.5, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Evonimo – Euonymus japonicus. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Evonimo – Euonymus japonicus. [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Fresa – Fragaria × ananassa. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Fresa – Fragaria × ananassa. [/INST] Temp: 18-25, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Frambuesa – Rubus idaeus. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Frambuesa – Rubus idaeus. [/INST] Temp: 18-25, Humedad suelo: 70-80, Ph: 6.0-6.5, Ec: 1.5-2.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Fresno – Fraxinus angustifolia. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Fresno – Fraxinus angustifolia. [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Fresno plateado – Fraxinus excelsior. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Fresno plateado – Fraxinus excelsior. [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Fresno falso – Ligustrum lucidum (mascarón). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Fresno falso – Ligustrum lucidum (mascarón). [/INST] Temp: 22-26, Humedad suelo: 65-70, Ph: 6.2-6.8, Ec: 2.0-2.5, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Galán de noche – Cestrum nocturnum (Dama de noche). [/INST] Temp: 20-28 °C, Humedad suelo: 60-75%, Ph: 6.0-6.8, Ec: 1.5-2.5 dS/m, N: 60-100 mg/kg, P: 20-40 mg/kg, K: 30-60 mg/kg </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Galán de noche – Cestrum nocturnum (Dama de noche). [/INST] Temp: 22-26 °C, Humedad suelo: 65-80%, Ph: 6.2-6.8, Ec: 2.0-2.5 dS/m, N: 80-120 mg/kg, P: 30-50 mg/kg, K: 40-70 mg/kg </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Gazania – Gazania rigens. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Gazania – Gazania rigens. [/INST] Temp: 22-26, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Geranio – Pelargonium × hortorum. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Geranio – Pelargonium × hortorum. [/INST] Temp: 18-25, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Gerbera – Gerbera jamesonii. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Gerbera – Gerbera jamesonii. [/INST] Temp: 18-25, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Girasol – Helianthus annuus. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Girasol – Helianthus annuus. [/INST] Temp: 25-30, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Granado – Punica granatum. [/INST] Temp: 20-28°C, Humedad suelo: 60-75%, Ph: 6.0-6.8, Ec: 1.5-2.5 dS/m, N: 60-100 mg/kg, P: 20-40 mg/kg, K: 30-60 mg/kg </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Granado – Punica granatum. [/INST] Temp: 25-30°C, Humedad suelo: 65-80%, Ph: 6.2-7.0, Ec: 2.0-3.0 dS/m, N: 80-120 mg/kg, P: 30-50 mg/kg, K: 40-70 mg/kg </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Grama – diversas especies (pasto). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Grama – diversas especies (pasto). [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Hierba buena – Mentha spicata (sinónimo de hierbabuena). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Hierba buena – Mentha spicata (sinónimo de hierbabuena). [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Hierbaluisa – Aloysia citrodora (sinónimo Cedrón). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Hierbaluisa – Aloysia citrodora (sinónimo Cedrón). [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Hierbas luisa – Aloysia citrodora. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Hierbas luisa – Aloysia citrodora. [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Hierbabuena – Mentha spicata. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Hierbabuena – Mentha spicata. [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Hiedra – Hedera helix. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Hiedra – Hedera helix. [/INST] Temp: 18-25, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Higo chumbo – Opuntia ficus-indica (sinónimo Chumbera). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Higo chumbo – Opuntia ficus-indica (sinónimo Chumbera). [/INST] Temp: 25-32, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Higuerón – Ficus carica (higuera común). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Higuerón – Ficus carica (higuera común). [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Hinojo – Foeniculum vulgare. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Hinojo – Foeniculum vulgare. [/INST] Temp: 18-25, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Hierbas varias – mayoría de aromáticas (tomillo, romero, orégano…). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Hierbas varias – mayoría de aromáticas (tomillo, romero, orégano…). [/INST] Temp: 18-25, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Honesty (Flor de dinero) – Lunaria annua. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Honesty (Flor de dinero) – Lunaria annua. [/INST] Temp: 18-25, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Jacarandá – Jacaranda mimosifolia. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Jacarandá – Jacaranda mimosifolia. [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Jara blanca – Cistus albidus. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Jara blanca – Cistus albidus. [/INST] Temp: 25-30, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Jara pringosa – Cistus ladanifer. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Jara pringosa – Cistus ladanifer. [/INST] Temp: 25-30, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Jara real – Cistus monspeliensis. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Jara real – Cistus monspeliensis. [/INST] Temp: 25-30, Humedad suelo: 50-65, Ph: 6.0-6.8, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Jazmín – Jasminum officinale. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Jazmín – Jasminum officinale. [/INST] Temp: 22-26, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Jara – término genérico para Cistus spp. (jaras). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Jara – término genérico para Cistus spp. (jaras). [/INST] Temp: 25-30, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Jara estepa – Cistus albidus (sinónimo Jara blanca). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Jara estepa – Cistus albidus (sinónimo Jara blanca). [/INST] Temp: 25-30, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Jaguarzo – Cistus clusii. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Jaguarzo – Cistus clusii. [/INST] Temp: 25-30, Humedad suelo: 50-65, Ph: 6.0-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Jarilla pringosa – Cistus ladanifer (sinónimo Jara pringosa). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Jarilla pringosa – Cistus ladanifer (sinónimo Jara pringosa). [/INST] Temp: 25-30, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Jara laurel – Cistus laurifolius. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Jara laurel – Cistus laurifolius. [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Lentisco – Pistacia lentiscus. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Lentisco – Pistacia lentiscus. [/INST] Temp: 25-30, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Lechuga – Lactuca sativa. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Lechuga – Lactuca sativa. [/INST] Temp: 18-24, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Lechuguilla – Yucca filamentosa (Agracejo, palo blanco). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Lechuguilla – Yucca filamentosa (Agracejo, palo blanco). [/INST] Temp: 25-30, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Lila – Syringa vulgaris (lila común). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Lila – Syringa vulgaris (lila común). [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-6.8, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Lirio – Lilium candidum (azucena blanca). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Lirio – Lilium candidum (azucena blanca). [/INST] Temp: 18-25, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Lobelia – Lobelia erinus. [/INST] Temp: 20-28°C, Humedad suelo: 60-75%, Ph: 6.0-6.8, Ec: 1.5-2.5 dS/m, N: 60-100 mg/kg, P: 20-40 mg/kg, K: 30-60 mg/kg </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Lobelia – Lobelia erinus. [/INST] Temp: 18-25°C, Humedad suelo: 70-80%, Ph: 6.2-7.0, Ec: 2.0-3.0 dS/m, N: 80-120 mg/kg, P: 30-50 mg/kg, K: 40-70 mg/kg </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Loroco – Fernaldia pandurata (colate). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
